resp,link,title
<200 https://stats.nba.com/>,/players/tracking-post-ups/,Post Ups
<200 https://stats.nba.com/>,/players/paint-touch/,Paint Touches
<200 https://stats.nba.com/>,,Shooting 
<200 https://stats.nba.com/>,/players/shots-general/,Shots by General Range
<200 https://stats.nba.com/>,/players/shots-shotclock/,Shots by Shotclock
<200 https://stats.nba.com/schedule/>,/teams/shots-dribbles/,Shots By Dribbles
<200 https://stats.nba.com/schedule/>,/teams/shots-touch-time/,Shots By Touch Time
<200 https://stats.nba.com/schedule/>,/teams/shots-closest-defender/,Shots By Closest Defender
<200 https://stats.nba.com/schedule/>,/teams/shots-closest-defender-10/,Shots By Closest Defender (+10 FT)
<200 https://stats.nba.com/schedule/>,/teams/shooting/,Shooting
<200 https://stats.nba.com/schedule/>,,Opponent Shooting 
<200 https://stats.nba.com/schedule/>,/teams/opponent-shooting/,Overall Opponent Shooting
<200 https://stats.nba.com/>,/players/shots-dribbles/,Shots by Dribbles
<200 https://stats.nba.com/>,/players/shots-touch-time/,Shots by Touch Time
<200 https://stats.nba.com/>,/players/shots-closest-defender/,Shots by Closest Defender
<200 https://stats.nba.com/>,/players/shots-closest-defender-10/,Shots by Closest Defender (+10 FT)
<200 https://stats.nba.com/>,/players/shooting/,Shooting
<200 https://stats.nba.com/>,/players/opponent-shooting/,Opponent Shooting
<200 https://stats.nba.com/>,/players/hustle/,Hustle Stats
<200 https://stats.nba.com/schedule/>,/teams/opponent-shots-general/,Opponent Shots By General Range
<200 https://stats.nba.com/schedule/>,/teams/opponent-shots-shotclock/,Opponent Shots By Shotclock
<200 https://stats.nba.com/schedule/>,/teams/opponent-shots-dribbles/,Opponent Shots By Dribbles
<200 https://stats.nba.com/schedule/>,/teams/opponent-shots-touch-time/,Opponent Shots By Touch Time
<200 https://stats.nba.com/schedule/>,/teams/opponent-shots-closest-defender/,Opponent Shots By Closest Defender
<200 https://stats.nba.com/schedule/>,/teams/opponent-shots-closest-defender-10/,Opponent Shots By Closest Defender (+10 FT)
<200 https://stats.nba.com/>,/players/bio/,Bios
<200 https://stats.nba.com/>,/players/boxscores/,Box Scores
<200 https://stats.nba.com/>,,Advanced Box Scores 
<200 https://stats.nba.com/>,/players/boxscores-traditional/,Traditional
<200 https://stats.nba.com/>,/players/boxscores-advanced/,Advanced
<200 https://stats.nba.com/>,/players/boxscores-misc/,Misc
<200 https://stats.nba.com/>,/players/boxscores-scoring/,Scoring
<200 https://stats.nba.com/schedule/>,/teams/hustle/,Hustle Stats
<200 https://stats.nba.com/schedule/>,/teams/boxscores/,Box Scores
<200 https://stats.nba.com/schedule/>,,Advanced Box Scores 
<200 https://stats.nba.com/schedule/>,/teams/boxscores-traditional/,Traditional
<200 https://stats.nba.com/schedule/>,/teams/boxscores-advanced/,Advanced
<200 https://stats.nba.com/schedule/>,/teams/boxscores-four-factors/,Four Factors
<200 https://stats.nba.com/>,/players/boxscores-usage/,Usage
<200 https://stats.nba.com/>,/teams/,Teams Home
<200 https://stats.nba.com/>,,All Teams 
<200 https://stats.nba.com/>,/teams/traditional/,Traditional Stats
<200 https://stats.nba.com/>,/teams/hustle-leaders/,Hustle Leaders
<200 https://stats.nba.com/>,/teams/advanced-leaders/,Advanced Leaders
<200 https://stats.nba.com/>,,General 
<200 https://stats.nba.com/schedule/>,/teams/boxscores-misc/,Misc
<200 https://stats.nba.com/schedule/>,/teams/boxscores-scoring/,Scoring
<200 https://stats.nba.com/schedule/>,/fantasynews/,Fantasy News
<200 https://stats.nba.com/schedule/>,/fantasycompare/,Fantasy Compare
<200 https://stats.nba.com/schedule/>,/fantasydraft/,Fantasy Mock Draft
<200 https://stats.nba.com/schedule/>,/fantasyranking/,Fantasy Cumulative Ranking
<200 https://stats.nba.com/schedule/>,/lineups/traditional/,Traditional
<200 https://stats.nba.com/>,/teams/traditional/,Traditional
<200 https://stats.nba.com/>,/teams/advanced/,Advanced
<200 https://stats.nba.com/>,/teams/misc/,Misc
<200 https://stats.nba.com/>,/teams/four-factors/,Four Factors
<200 https://stats.nba.com/>,/teams/scoring/,Scoring
<200 https://stats.nba.com/>,/teams/opponent/,Opponent
<200 https://stats.nba.com/schedule/>,/lineups/advanced/,Advanced
<200 https://stats.nba.com/schedule/>,/lineups/misc/,Misc
<200 https://stats.nba.com/schedule/>,/lineups/four-factors/,Four Factors
<200 https://stats.nba.com/schedule/>,/lineups/scoring/,Scoring
<200 https://stats.nba.com/schedule/>,/lineups/opponent/,Opponent
<200 https://stats.nba.com/>,/teams/defense/,Defense
<200 https://stats.nba.com/>,,Clutch 
<200 https://stats.nba.com/>,/teams/clutch-traditional/,Clutch Traditional
<200 https://stats.nba.com/>,/teams/clutch-advanced/,Clutch Advanced
<200 https://stats.nba.com/>,/teams/clutch-misc/,Clutch Misc
<200 https://stats.nba.com/>,/teams/clutch-four-factors/,Clutch Four Factors
<200 https://stats.nba.com/schedule/>,/draft/combine/,2018 Draft Combine
<200 https://stats.nba.com/schedule/>,/draft/history/,Draft History
<200 https://stats.nba.com/schedule/>,/draft/combine-spot-up/,Combine Spot Up Shooting
<200 https://stats.nba.com/schedule/>,/draft/combine-non-stationary/,Combine Non-Stationary Shooting
<200 https://stats.nba.com/schedule/>,/draft/combine-strength-agility/,Combine Strength & Agility
<200 https://stats.nba.com/schedule/>,/draft/combine-anthro/,Combine Anthro
<200 https://stats.nba.com/>,/teams/clutch-scoring/,Clutch Scoring
<200 https://stats.nba.com/>,/teams/clutch-opponent/,Clutch Opponent
<200 https://stats.nba.com/>,,Defense 
<200 https://stats.nba.com/>,/teams/defense/,Defense Overall
<200 https://stats.nba.com/>,/teams/defense-dash-overall/,Defending Shots Overall
<200 https://stats.nba.com/>,/teams/defense-dash-3pt/,Defending 3 Pointers
<200 https://stats.nba.com/>,/teams/defense-dash-2pt/,Defending 2 Pointers
<200 https://stats.nba.com/schedule/>,/search/player-game/,Player Box Score Search
<200 https://stats.nba.com/schedule/>,/search/team-game/,Team Box Score Search
<200 https://stats.nba.com/schedule/>,/search/player-streak/,Player Streak Search
<200 https://stats.nba.com/schedule/>,/search/team-streak/,Team Streak Search
<200 https://stats.nba.com/schedule/>,/vs/,Player Compare
<200 https://stats.nba.com/schedule/>,/fantasycompare/,Fantasy Compare
<200 https://stats.nba.com/>,/teams/defense-dash-lt6/,Defending Less Than 6 FT
<200 https://stats.nba.com/>,/teams/defense-dash-lt10/,Defending Less Than 10 FT
<200 https://stats.nba.com/>,/teams/defense-dash-gt15/,Defending More Than 15 FT
<200 https://stats.nba.com/>,/teams/opponent-shooting/,Overall Opponent Shooting
<200 https://stats.nba.com/>,/teams/isolation/?OD=defensive,By Play Type
<200 https://stats.nba.com/>,,Tracking 
<200 https://stats.nba.com/>,/teams/catch-shoot/,Catch & Shoot
<200 https://stats.nba.com/schedule/>,/impact/,Impact
<200 https://stats.nba.com/schedule/>,/history/,Franchise History
<200 https://stats.nba.com/schedule/>,/help/statminimums/,Statistical Minimums
<200 https://stats.nba.com/schedule/>,/help/glossary/,Glossary
<200 https://stats.nba.com/schedule/>,/transactions/,Transactions
<200 https://stats.nba.com/schedule/>,/fantasynews/,Fantasy News
<200 https://stats.nba.com/>,/teams/defensive-impact/,Defensive Impact
<200 https://stats.nba.com/>,/teams/drives/,Drives
<200 https://stats.nba.com/>,/teams/passing/,Passing
<200 https://stats.nba.com/>,/teams/touches/,Touches
<200 https://stats.nba.com/>,/teams/pullup/,Pull Up Shooting
<200 https://stats.nba.com/>,/teams/rebounding/,Rebounding
<200 https://stats.nba.com/>,/teams/offensive-rebounding/,Offensive Rebounding
<200 https://stats.nba.com/schedule/>,/featuredarchive/,Articles
<200 https://stats.nba.com/schedule/>,/spotlightarchive/,Weekly Stats Archive
<200 https://stats.nba.com/schedule/>,/help/faq/,FAQ
<200 https://stats.nba.com/schedule/>,/help/whatsnew/,What's New
<200 https://stats.nba.com/schedule/>,/help/videostatus/,Video & Tracking Status
<200 https://stats.nba.com/schedule/>,http://videorulebook.nba.com,Video Rulebook
